f(a,b,c,d,e,f) a b c d e f
43152107315 134 71 426 117 535 334
885292369247 8 970 78 864 51 116
17069423350780 443 299 500 883 307 346
252938683331 90 705 41 704 120 803
55073315249664 560 150 717 207 536 734
19476343938 79 361 836 881 14 659
688309119940693 928 513 452 698 108 366
76474681535079 598 216 474 754 31 414
59133283741342 568 333 15 450 30 348
102740879092292 634 744 317 102 189 294
617580219547894 908 783 727 676 738 374
443706817753657 850 217 893 394 366 933
854394971563120 969 529 264 986 251 497
287234036916199 779 776 135 726 885 88
299902648579 80 738 224 345 707 215
98699205320 133 489 457 292 433 54
96955582098 154 324 880 163 72 263
1721659451337 280 158 82 436 963 10
1600832327699 262 778 431 240 551 411
97678379904373 628 86 147 199 709 804
323115975 34 134 355 771 582 137
176643188400646 707 39 418 908 413 209
21287581542 57 381 728 335 619 962
4542094003378 333 818 687 377 572 863
6229189151 83 226 683 789 956 974
648660872168648 917 711 545 503 618 354
430821018516715 845 343 848 782 610 189
21731071463 114 224 344 806 731 710
183385957451171 712 799 388 9 260 341
1952288902599 281 669 228 498 19 312
24548836737671 475 779 419 427 232 915
1573380923094 226 996 665 133 425 529
8266600124132 383 401 805 11 226 276
14548340515 49 348 737 718 631 654
863189708680420 971 380 916 826 57 982
113507621918455 647 603 871 750 151 977
8757953468 91 224 6 413 33 811
394163951852326 830 714 164 260 600 794
94482707332 153 323 624 796 473 453
438791420744819 848 729 915 577 120 548
12552412195382 413 856 606 975 78 356
11727592857580 411 26 188 748 674 803
51364116595500 552 582 927 248 102 925
218970773915279 738 481 974 906 709 599
881448230806250 975 771 937 873 197 277
1917960643 71 130 556 252 52 604
18866547824781 452 71 240 615 71 382
86478087754 154 94 601 171 701 763
164154092288181 696 955 642 382 753 733
285423499927 190 441 210 365 555 646
14702451193349 430 204 500 845 714 334
718434597511252 936 340 517 238 521 730
379708284733 198 524 80 451 215 323
117894459117 60 585 103 997 20 202
6750859537568 368 219 758 885 116 990
975494174495541 995 704 598 339 739 324
329871356475 201 216 728 641 604 245
703457477952187 932 712 865 838 366 40
680856679930498 926 189 412 990 604 215
63484058022956 576 533 309 391 137 760
336296487915 202 5 299 799 832 526
12090145585065 413 523 740 828 812 291
11933075306 42 331 586 548 632 229
25480437209888 480 80 82 391 609 256
4461274909049 334 743 299 688 560 875
714601522061475 935 315 550 735 572 168
32796187443082 504 725 634 562 72 903
956081503468847 991 727 835 611 639 680
3565190809 38 243 94 966 453 405
473652197779812 861 834 299 341 463 470
4552320566967 339 525 915 244 586 688
4503169485 85 91 135 758 954 62
714665429475314 935 521 454 4 493 625
1102093245304 236 780 519 800 66 621
29420223278810 494 182 696 95 230 421
745708016187057 943 368 830 452 394 492
18866436512697 452 115 650 113 305 622
14510522290275 423 992 768 56 124 488
73950489750480 594 221 959 78 497 479
263122494220 80 714 359 13 551 319
126193314257926 660 990 814 679 320 71
428264513576650 844 80 567 427 55 207
590978900914 226 197 474 370 300 811
20933490985542 461 579 346 476 55 365
110124322376843 643 677 596 897 44 954
103018013827706 634 874 116 151 868 783
384422554596 61 787 342 427 617 778
1503896959728 249 860 668 321 47 743
951235556160 158 961 495 368 504 454
990068334562289 998 411 493 26 975 236
730261964847779 939 710 899 90 756 933
910684548620 232 699 538 334 981 544
849917466860915 968 18 397 788 9 347
102437810255136 634 241 416 183 58 206
790239919243977 954 420 267 357 471 288
31265518275986 500 353 209 819 857 758
541078531958 222 208 228 114 674 194
11421961003435 407 710 411 592 180 387
205894293265810 729 240 539 738 398 844
58942739019635 567 764 703 240 125 174
41048140516 78 442 183 777 1000 362
133009582209476 668 121 294 573 149 489
34738331719055 509 870 537 404 305 950
282243117522 164 636 220 359 917 406
15495853265 102 266 820 993 166 538
56085862784816 562 386 241 224 466 799
761038771456 210 771 901 981 558 137
714606632003948 935 350 601 459 575 340
79738371928814 603 349 100 695 319 956
119850587651063 654 675 740 720 502 192
50418717764024 549 860 950 5 513 757
418310247007809 840 560 343 479 733 204
1979235829 75 12 733 365 596 94
7001131618546 368 709 820 200 672 345
12443703514421 415 606 871 458 629 574
492749630121705 868 421 204 135 586 999
61238558713165 572 282 170 420 694 843
182251701857177 711 863 435 820 574 746
992243737267 96 996 179 677 570 127
165830345606254 698 620 462 62 741 611
716689071709 235 30 246 793 769 208
4702780122 86 23 121 160 738 768
543084221557376 885 659 262 740 763 515
1657919723618 276 488 712 107 647 880
841751496479096 966 872 657 312 35 110
516549723305 148 817 38 234 63 791
448523733766 140 793 892 300 303 650
1174977784312 259 313 438 128 806 790
17293815577509 442 807 548 95 492 281
634113317396 173 832 291 471 537 290
730077791111121 939 513 346 67 596 934
18021052347816 447 647 360 260 904 764
454243790533487 854 104 787 974 610 426
79262463200329 602 667 509 614 674 917
305908318300742 789 618 847 71 582 787
3525882651357 317 755 499 104 548 222
4888570750694 345 187 630 38 959 111
552675997867 212 594 367 182 151 669
121682463913 165 113 920 87 621 719
1464123962745 266 604 876 825 279 585
389764384225166 828 874 555 989 298 10
112463060108 153 412 576 193 449 913
302135315347371 787 691 180 515 407 381
97277023577113 627 782 357 771 673 479
9739252498161 396 205 867 506 40 377
56270707555310 562 675 826 244 687 898
119681388798349 654 443 806 848 951 141
95087982975439 624 833 754 785 665 108
870455734573 44 966 788 374 830 681
18925664810 105 281 416 2 371 587
366867864785360 818 890 569 454 686 661
6726510887328 367 512 128 545 86 506
4582972588416 340 446 516 198 540 718
536788531244336 883 13 710 409 780 943
255242589611762 761 365 586 13 867 512
37294555311228 518 71 680 234 879 866
274291510549457 772 532 853 960 269 497
216318487466270 736 770 957 688 867 32
149724852111460 684 270 888 54 817 237
70297192246806 588 307 830 284 92 261
107393521905844 640 373 259 565 555 62
43020881468603 533 256 215 369 544 876
670091717390075 923 664 737 540 485 944
946761745388409 989 867 378 658 986 247
51965782791054 553 707 535 450 33 152
169993234921890 701 921 597 65 119 297
447697213111 34 818 422 689 818 252
492443977829 218 110 396 260 152 985
378321518827 181 655 173 596 400 22
16167172317945 438 466 574 594 595 476
157539458118273 691 83 718 550 681 502
45581089509184 539 546 890 721 974 334
213084500096 120 659 736 614 387 390
528312574163482 880 873 568 648 573 52
234169126406612 748 333 855 895 824 979
51953255902367 552 916 979 640 179 119
468536207932321 859 957 966 945 842 130
15684552625128 430 996 729 733 254 374
746518559401397 943 954 36 869 234 551
277832842578577 774 474 442 156 909 800
1792272352727 243 986 566 877 923 564
169327798061796 701 482 481 677 685 598
1059519755207 234 774 985 21 692 919
730027490233 208 764 135 188 448 788
3264847351208 316 581 180 863 551 497
341333100401 200 384 743 492 148 232
977589114246 250 179 24 719 754 916
91997672032 128 490 216 640 602 118
1171063454438 256 518 764 629 366 435
1863430366074 251 965 64 845 382 115
4536056086682 339 493 512 862 723 725
499450989827 216 415 734 710 677 143
12873776855259 416 803 808 933 854 527
48317802551950 545 697 591 745 871 299
28261849963443 490 346 190 896 116 775
941583367227770 988 633 199 672 891 917
607075690599088 905 135 741 463 397 999
245720432510442 755 795 345 38 862 667
769780432258892 949 502 355 865 751 386
323611940586279 798 295 395 613 787 161
7029763004085 371 206 866 437 141 456
13108688881011 416 898 499 322 135 261
277845739028151 774 503 898 781 515 942
235726768211444 749 92 557 619 529 944
389271501037 208 27 387 693 423 315
11030964873364 406 147 962 300 966 569
331796592712237 802 89 109 331 52 610
955887025375595 991 539 493 933 21 406
5484012248333 353 231 203 219 222 5
4175616246491 333 534 730 921 352 989
171701868760504 703 11 859 907 409 583
3787701002514 314 926 228 850 641 975
941742004081921 988 752 850 597 174 966
148540529937 4 621 563 697 388 494
369932847563 102 774 25 297 441 642
40280039654656 526 352 741 235 106 744
36418214782076 515 661 10 347 102 511
70401940404 148 102 894 702 772 730
980159104444262 996 48 640 188 205 477
194842560319748 721 241 189 739 34 82
380204174061184 824 760 722 628 699 281
204536457603486 728 482 718 953 827 594
23392242328414 469 915 635 911 427 977
192417547070745 719 718 250 585 537 448
30857300315 8 420 638 362 622 635
134007768946358 669 113 706 113 127 224
81727123077721 606 176 723 604 946 886
12975243132968 419 497 363 171 562 202
375749700546 25 783 517 187 396 830
188923346882 26 660 942 749 928 717
58602457826900 567 115 468 870 846 184
15923221683851 436 640 391 301 888 957
10196077319207 398 677 812 819 905 602
290965829548261 781 792 830 37 673 954
218757813462 54 684 839 612 491 318
68051747640463 583 915 74 954 457 508
368147140343 196 530 231 790 170 798
228137309734252 744 646 198 259 136 169
425734419269603 843 180 562 821 356 311
251892901330996 759 256 591 140 750 82
272470977381633 771 418 575 961 863 157
27401800191079 487 310 914 93 852 871
175329000346 94 641 941 674 48 860
738640090546 144 907 306 658 895 184
382201737953270 825 377 327 532 117 138
9877878659888 395 716 904 382 783 776
722720739099 132 909 455 853 266 962
169433912723999 701 633 831 411 928 629
535137718531 195 710 976 337 486 9
65809641312742 580 646 573 74 910 419
377571779565297 823 151 599 520 29 603
280249036816506 775 904 710 740 773 962
47892019937132 544 707 687 416 191 203
504471614837 195 687 616 142 187 568
132876696438 61 603 564 637 746 17
50194006420 138 135 572 204 911 760
319583162937600 796 344 706 942 508 94
306574074314 176 610 912 523 612 331
19077413358799 453 194 549 812 192 955
93967085491 151 353 398 717 297 637
37002809961893 517 508 310 532 912 996
4704963912871 342 406 988 110 30 875
335956146980663 804 207 270 341 664 833
677339663312715 925 625 167 385 505 538
1442574338724 246 858 639 944 514 513
357417658467388 814 460 706 833 493 54
680729778911 225 568 190 463 536 911
245937190036288 755 886 360 27 80 290
99034022340976 629 871 255 47 277 997
78467420239 151 65 376 397 207 635
781960809292107 952 145 33 201 918 268
6478541610147 365 122 306 746 137 299
43833578295079 535 249 195 567 246 765
101737254452190 633 574 799 690 499 431
188606568601 49 659 651 529 296 17
241703917320 47 701 72 931 912 917
348685581926 65 768 716 500 647 874
3497198625396 308 923 692 81 550 844
38667749857 130 199 310 559 427 670
669943614072624 923 463 409 537 132 880
373157580811029 821 624 174 521 509 546
451946001431416 853 772 409 677 321 598
146946499051303 681 833 823 556 502 290
41819632551814 530 96 119 780 937 600
7928282005316 380 269 778 418 606 923
1603465192557 250 890 804 108 271 642
3746421495 70 214 316 814 717 844
25101862681 120 126 322 444 378 731
581321616492892 897 883 575 274 794 221
438515141586635 848 272 447 213 633 188
839885552087 159 927 567 24 876 410
53557901689 77 477 972 189 590 960
435933098949288 847 241 829 382 40 87
8688070234836 387 293 111 413 105 441
2013490752596 274 828 969 773 983 369
20409685460733 459 439 948 762 237 986
32569677939893 504 473 813 369 694 162
18046312121107 448 74 459 20 909 213
129566591320 145 506 440 625 602 172
38387394133627 521 128 644 47 707 800
198321834276 22 668 928 627 187 406
936128062269 245 481 513 884 966 670
19501354942350 455 173 817 614 4 829
113441108934585 647 505 17 250 550 66
14930216669076 427 926 563 190 138 812
20490279055594 456 938 451 500 252 581
216270132586 103 673 776 998 184 196
38020402250824 520 27 114 774 24 129
17745417985202 446 560 403 365 166 522
292637800328301 782 669 785 892 95 786
139243245584110 674 625 787 884 666 714
88987790211 146 388 241 286 396 138
63402402151492 576 24 993 420 230 347
4817146855138 344 61 341 306 174 414
220405331825749 739 17 365 752 302 600
76827271567792 597 998 457 197 506 309
52662376106429 555 259 576 525 642 802
952870893673 38 988 403 263 128 205
468087829411882 859 790 111 115 919 180
57306546204857 564 699 825 867 407 183
319622533817 144 713 902 22 104 114
246970140392259 756 378 626 189 856 358
462334804184140 857 488 947 533 301 636
42614047303105 532 44 810 187 929 461
272733888377699 771 736 570 362 461 609
251428109103 44 708 134 578 444 265
8908334254918 389 187 611 735 635 769
47089482600275 542 750 377 270 684 722
212560480019 164 555 985 738 129 328
230366477850168 745 965 111 79 789 681
404351656149 144 765 378 34 545 873
956543459461992 991 928 973 732 445 325
1524796240026 258 786 237 278 525 892
1230488493082 259 505 236 373 889 152
22873490713 117 176 219 95 478 666
13090615452058 420 383 294 355 618 548
27393327537135 487 39 149 270 145 21
630942984751839 912 390 27 57 546 87
258789725119806 763 663 288 814 100 960
295386698614 169 630 112 182 557 954
234911649668489 748 932 679 878 625 481
9067839718677 389 633 372 598 795 462
135587332679 150 495 729 756 843 944
84463897905664 610 262 763 617 283 975
9101203423534 390 530 495 40 501 368
848887625989 220 760 460 848 626 515
528861397002 221 212 699 141 548 175
105559342582 11 570 94 854 615 646
341010113483788 806 962 344 962 899 599
254336958576 191 170 885 169 208 373
383563458311 42 787 570 995 857 66
377593825235031 823 390 922 875 731 530
5416791730 19 272 390 910 980 485
54104013587019 558 294 570 9 598 548
2062565818353 284 681 340 35 838 935
49311651664 54 471 712 533 658 296
3954361402 73 210 399 238 59 711
298121422914083 785 419 79 538 745 493
542922835005252 885 407 625 265 605 681
1947049339968 287 27 527 687 126 690
761683321229739 947 456 565 823 493 945
60283531131772 570 582 742 904 342 838
89280101604 155 105 675 323 616 40
296572173766 197 23 516 976 210 78
105714903579566 638 299 141 76 12 730
401262458396266 833 659 844 559 316 621
964388909520 109 987 137 197 383 183
8793421981131 388 44 263 341 642 331
34842948681614 511 186 713 113 914 917
769725536510241 949 305 445 827 6 159
702190098318 85 914 511 104 151 953
411221433734 107 794 633 942 863 663
17012977181594 441 760 807 777 456 103
7670827970279 377 485 530 553 213 231
231198967575051 746 628 650 626 661 332
348685662426061 810 294 629 745 566 843
15097617490 8 356 988 112 602 584
17715668023613 442 959 14 752 219 393
107829218783 114 546 668 261 807 67
319639292341369 796 514 265 129 978 495
27526127518 24 408 577 815 455 361
348693515448295 810 355 931 949 400 812
249426254666865 757 957 445 590 548 494
-780051608 35 100 977 784 124 442
919001831119 247 8 709 364 808 673
51802831778128 553 544 941 888 278 494
436276702232 8 813 845 297 444 887
363195823275 174 672 610 212 157 226
24859262788610 477 638 765 889 389 364
836850332749857 965 386 828 798 770 700
12250317866 104 97 168 419 664 110
38072838950 128 247 208 541 10 862
58087596010232 566 119 323 893 805 304
12970180862 102 210 249 24 147 908
126338440027480 661 626 79 997 471 374
107954911872 146 452 498 980 750 742
893716843 62 85 421 969 35 843
115019218088921 648 935 136 570 517 697
2160198835443 293 169 347 776 980 196
88837993631207 616 614 329 421 490 993
737815243311755 941 77 956 148 4 677
24443485011685 476 300 957 942 549 311
854317103268447 969 146 311 20 201 752
108590050500 143 470 157 306 702 442
4111301630094 333 359 8 89 775 688
100135626037 133 492 422 815 530 151
504247213027 84 841 566 880 376 882
294549176154864 783 698 913 363 846 393
720540794135 235 252 580 711 484 49
54170352293001 558 522 854 728 883 230
124395245948 165 214 51 585 641 632
504184482196321 872 301 288 780 502 78
750076463503585 944 807 498 92 913 347
72873969067785 592 634 205 434 516 792
766024608677244 948 772 882 499 938 551
664769155513 188 810 818 863 359 555
103014884223 139 476 595 68 146 409
32199215030351 503 142 210 935 491 286
446925663968519 851 882 998 189 300 995
241042903673884 752 864 283 336 378 309
899651934582622 979 760 357 499 465 52
4950017878 88 85 724 504 175 830
199073382744058 724 619 254 88 157 332
69313746596629 586 679 742 115 274 871
1366460579477 237 887 646 405 779 111
106642494286638 639 569 643 977 598 450
17062330922222 443 168 278 943 615 997
60488835703 83 488 546 573 922 165
355186640765745 813 251 922 565 991 343
2331787419138 296 494 307 235 150 924
68601025742248 584 905 571 348 356 906
10764102370643 404 205 188 817 532 317
384503669484597 826 149 646 234 502 220
247025874505363 756 526 864 557 473 125
859697930782848 970 991 833 781 555 488
212120513669 184 195 614 329 106 729
538951740004 176 780 418 15 408 837
1528991429373 270 554 459 218 494 184
5170127147346 347 611 544 349 585 48
1396743440478 228 940 517 543 981 999
1987208453573 288 279 591 888 562 745
778098472301897 951 698 982 140 56 502
59664183517794 569 383 838 749 413 534
396282162898611 831 75 831 229 526 271
53787936472 140 63 217 814 777 233
246059463078726 755 927 107 398 326 929
1409589690244 269 194 699 501 899 98
74839153200726 595 718 547 317 471 810
443731829437129 850 406 868 681 876 708
4384425567 4 261 635 727 192 858
481686787663 168 768 322 190 723 454
20377788032987 459 262 684 214 337 905
21104559086667 458 988 899 645 956 261
15051491227 61 347 663 540 415 937
389181058178883 828 108 502 524 541 562
953795963001 163 957 361 568 21 449
126332637069077 661 620 23 571 871 501
29866000201 124 166 594 43 698 284
23927281611398 474 104 296 810 249 195
234157313258225 748 127 738 347 266 275
1600886825798 276 21 880 827 1000 114
593779954792872 901 224 712 445 204 874
1020312428627 221 838 258 596 298 608
20104246346656 457 643 424 910 782 330
312868782229 199 168 195 715 492 722
3513964442702 320 631 222 906 129 794
147379257342 170 271 29 625 220 405
766547409257739 948 968 889 116 381 67
518801454273026 877 249 1 266 471 132
97034143369055 627 602 670 126 796 10
1708584425 17 218 820 376 921 695
126951151895 3 597 424 148 458 789
711304492356 234 314 37 4 161 204
234176589567308 748 372 250 203 10 671
369422056707765 819 984 589 964 739 896
677922345003218 925 926 55 91 745 56
3394957193870 320 446 377 829 260 358
433725183614201 846 776 748 427 237 577
478394218478 207 560 218 242 6 655
302886379282 47 742 774 110 115 778
12695820762 104 164 579 303 769 389
820359704363 240 394 97 834 492 14
6735275875150 360 911 480 351 427 131
78415129173852 601 275 910 538 463 225
782363583069 210 782 201 620 185 289
101633983060347 633 263 225 613 880 525
32839670525830 504 752 658 62 59 981
129074275458058 664 71 616 158 870 421
127720295416 95 589 719 35 201 523
20956257809535 461 607 863 192 576 512
11168081073250 407 114 113 419 841 64
380072192 11 140 162 856 920 893
2594704712972 288 885 452 931 976 680
146508620666681 681 457 830 262 742 475
11731085821483 411 243 20 944 535 552
45376358916 124 356 124 370 192 658
157643487547615 691 568 724 358 793 61
27667908837391 486 863 196 547 597 246
36300065326139 515 521 976 165 825 969
24773410024066 477 531 490 318 479 591
15445352682765 432 795 282 838 192 446
30026933637 125 89 821 386 179 367
955805294697098 991 225 222 346 908 316
369901769448 111 771 676 361 335 496
652017838445348 918 513 453 161 262 473
1103894628820 237 773 955 385 632 880
170486334492828 702 215 825 749 661 386
180949991345 177 297 823 285 338 151
659266702057030 920 656 217 947 883 617
24790140427 83 380 64 136 845 947
753630831564113 945 65 882 923 662 246
11020450357367 405 594 625 293 1000 678
279620300285657 775 446 936 675 962 445
528051692966786 880 752 265 887 812 696
399466946008707 832 944 75 9 746 899
549486073750199 887 809 485 417 754 585
326118576084624 799 833 269 594 551 268
4411475776755 338 151 802 818 137 639
438614670064725 848 570 865 251 292 839
15916274200 106 238 877 130 941 750
659167670767597 920 542 531 74 665 453
72714327639410 592 215 602 256 394 111
152667151037 163 442 826 225 891 358
172926915910935 704 132 835 483 516 11
361789028590298 816 260 904 171 669 146
70526244801313 588 698 160 136 12 381
410798101427715 837 213 994 158 272 951
454414981971347 854 643 492 525 800 885
106800023690103 639 716 901 93 622 554
828241452770115 963 470 487 251 45 79
194759409219 180 276 56 786 786 287
42358485651091 531 615 511 959 507 180
67355006187073 583 256 450 907 95 632
110888847053255 644 585 468 871 427 340
2266759855494 292 616 374 561 605 784
946238760398963 989 453 484 334 84 819
47654488887530 542 969 661 332 545 681
54261292051826 558 637 438 603 426 340
116924257598000 651 38 446 98 488 563
460155695679176 856 868 469 110 686 537
644258466960 230 197 959 800 875 883
211283617362 32 678 390 630 976 468
9157599247422 391 371 319 104 318 927
5510240790433 351 654 704 171 266 253
1538082319058 228 980 748 253 699 730
558405934962658 890 3 215 190 253 509
849917520575515 968 33 215 536 872 993
96909952215413 627 288 327 937 303 913
630929133116035 912 312 578 463 433 523
12608541989457 417 91 802 862 953 432
433391772426182 846 413 675 678 842 800
4761715366159 343 347 701 147 804 85
10151532289676 399 445 684 11 414 131
47654038218979 544 328 315 588 610 376
37746998408033 519 549 412 457 209 495
8821836970958 387 613 406 966 644 696
521714401143 165 795 340 721 474 198
21247891207513 462 669 720 669 459 832
319607530481699 796 442 529 986 1000 130
16842837852389 438 922 213 608 742 412
213054151947935 734 269 781 258 966 507
699436573926981 931 101 596 43 639 983
5491140742081 351 636 500 569 179 566
26959977982426 485 595 926 412 434 606
113384570852047 647 312 992 908 21 263
277782891508231 774 145 55 649 574 134
108215848851626 641 122 346 374 15 316
379498169651 207 16 825 938 771 224
48527416706301 546 238 810 784 62 743
138247987259834 673 657 889 735 466 208
28253540988514 490 284 788 828 231 991
420748836834919 841 452 515 89 988 100
43080332824772 533 503 652 39 167 400
3458854911844 321 475 632 178 887 521
301502283235 80 739 283 864 572 345
353436796763527 812 811 606 790 618 462
270816871597941 770 611 970 579 796 525
8241253936845 383 79 368 377 147 129
86412990168097 612 865 558 352 943 457
248260753692 15 706 563 296 886 586
80387404021139 604 160 349 121 409 134
1598598682259 275 401 280 639 117 27
28033996104593 489 521 523 938 965 427
620724857565220 909 581 243 474 597 786
410796802753712 837 87 654 437 869 952
462282335336179 857 243 452 629 248 252
201688974666977 726 43 762 567 398 563
10470504782952 401 565 346 764 559 739
718818815960884 936 794 181 911 751 691
232596275434143 747 64 534 675 593 456
312932637492 199 171 126 300 371 117
259572735709683 763 994 196 501 453 926
67363823049584 583 341 794 886 468 310
53364272951 118 418 347 614 425 91
8909081276 98 21 507 988 962 720
587781813847449 899 867 164 99 925 149
750558588352 141 913 212 825 809 384
32098736469834 502 684 557 223 631 905
785271488290 232 580 141 246 377 456
46946206608015 542 645 50 220 199 739
14382760507347 428 379 125 360 853 10
3304823804565 319 197 286 897 852 392
521896483126938 878 606 814 886 212 920
1399749750 18 194 265 898 116 297
18348468997633 447 842 298 65 416 441
58087707152106 566 184 954 780 373 305
6186843267279 361 486 226 825 553 860
135233127388138 670 686 945 793 524 230
13225407423974 419 747 625 921 502 996
1012916669761 235 738 751 117 101 683
78192108411 138 412 875 744 670 168
784111437313 168 898 156 218 610 117
77762998219839 600 234 12 586 940 505
15584194372975 435 304 49 909 293 491
14091756361577 426 501 977 492 102 439
174485286616026 705 756 614 46 873 730
12666090807373 417 489 426 14 834 803
248596405349719 757 314 958 585 158 115
652400609073936 918 820 571 991 654 134
911849538849 137 964 148 64 43 461
890369513900600 977 669 804 532 991 163
136024943570123 671 208 192 645 443 876
469673632554 189 692 928 677 127 57
179184849795863 709 413 553 668 614 648
9274672259602 387 878 663 872 436 378
1856456438081 283 452 802 369 845 416
42644463138690 532 416 392 222 268 920
113376290597556 647 128 366 959 362 668
430812929713912 845 268 252 716 740 363
9168753587153 387 836 739 605 433 11
2758896716296 305 588 178 843 691 353
10371935041773 401 248 788 474 949 205
794888479802794 955 853 154 180 712 410
67428298107547 583 528 608 49 764 647
43024169550958 533 295 62 490 104 174
922519272121262 984 45 462 54 166 121
103295291320369 635 475 804 164 491 678
102471957949077 634 440 317 84 344 238
13399520978540 421 646 435 366 709 383
688357338093 176 849 414 543 303 214
672986699375 142 886 989 892 831 73
745712215722464 943 385 148 215 21 452
41076687246845 527 809 986 584 450 299
1297585039678 264 352 538 390 127 993
88090644803166 615 579 354 972 836 766
394213540614497 830 746 616 55 357 725
908550071117106 981 302 674 177 9 427
964765502994 49 991 40 516 298 370
890188437916395 977 370 298 151 276 903
25642852984590 480 635 512 600 543 550
480801467364 217 75 737 236 292 907
22677323348263 467 826 218 74 143 995
802010042410 65 946 292 258 807 752
41045892879539 528 314 640 847 383 725
641391656117261 915 404 669 560 138 341
1147160486745 211 924 56 610 547 977
828831343221908 963 894 591 1000 878 362
400819261862 206 417 728 441 720 956
131032173867 145 509 573 613 105 480
528645652562 18 853 917 32 945 349
197146970058542 722 988 194 213 932 413
356672819079 204 243 493 123 280 408
528140727913101 880 800 924 240 897 988
120639287081754 654 999 490 239 925 565
300231338552 93 736 543 681 129 640
87081484768077 613 851 260 716 305 362
487128115913617 866 496 633 91 171 660
5903181783581 351 871 146 795 980 310
260659717902035 764 777 705 666 439 290
23210999931454 467 1000 941 367 697 904
364863485112382 817 962 749 743 360 35
54159662273 67 480 650 908 551 707
283209115810074 777 199 561 405 357 935
223404582715596 741 152 5 420 257 527
222263099883849 740 776 563 469 974 977
398672886424688 832 147 739 187 606 1
48524550164638 546 86 625 123 410 938
88108629806925 615 601 518 796 354 831
4382499539012 336 563 772 712 809 2
941329729643 245 492 74 817 44 785
977876910298 250 198 606 802 15 881
749868801055438 944 682 101 1000 916 223
11560935194224 409 584 739 99 425 934
64587571443 145 195 985 856 624 338
104965895662 43 569 132 871 703 492
23406765219 119 112 850 411 514 759
113394352699567 647 370 772 601 379 228
175519010686879 706 591 809 146 658 467
8719907691097 387 445 198 383 871 903
1031968734033 197 926 178 636 858 958
581330238434 114 866 710 988 580 106
116924386687602 651 83 171 280 75 886
680855458262435 926 25 252 185 834 423
73350069899276 593 387 991 805 903 285
106585063822261 639 466 317 363 860 516
926602956535 221 795 329 447 970 681
710819966885773 934 451 405 808 475 390
65739488620467 579 904 535 504 624 159
4817172502040 344 41 144 934 929 176
16793352028900 441 581 781 932 115 472
208730959607631 731 70 315 268 10 577
41647926621 7 454 942 276 828 142
1843322272431 283 411 763 269 764 461
10983160838603 403 771 138 772 654 525
18866814952744 452 137 419 166 675 569
342381926953278 807 580 686 921 300 106
464982821215396 858 166 636 691 54 203
2934436499899 294 927 813 358 719 154
1262098635441 250 731 177 802 595 956
504176319287569 872 74 202 378 640 751
622745085699 174 825 10 884 308 258
37262985077184 516 909 543 35 306 313
871010249695 175 917 599 691 948 159
392933945375 206 385 164 682 869 367
26540372707 122 93 825 717 98 684
88782467170300 615 947 467 154 757 96
53692608208474 557 530 275 10 117 665
891483891 61 83 83 210 636 210
613824253815609 907 325 738 91 106 752
114777486560 40 582 389 553 813 887
19516328363485 455 352 305 448 61 10
21388916809 14 384 708 381 962 618
49932102972156 549 494 260 449 413 249
289347509166856 780 891 559 869 214 491
212991350880 161 569 176 26 366 342
3162275141149 315 497 468 481 116 828
3243726583763 304 897 361 648 338 753
83797246987973 609 408 407 976 213 582
670192280935689 923 737 783 432 286 254
763919220651 238 158 696 416 903 404
355205372923935 813 386 656 583 446 13
762202691245220 947 866 191 108 695 845
338767541960 30 763 562 946 44 737
876651838574749 974 507 908 371 133 532
468172846256687 859 830 406 146 999 659
93851730794147 623 184 889 70 997 370
454243187998162 854 70 999 690 933 514
519501606300377 877 916 266 816 767 597
122706963153 164 256 608 212 864 669
7515046220077 376 36 510 825 740 520
835269785690 8 956 210 854 630 342
13069111511622 420 44 249 815 410 550
51249767625694 552 37 745 522 83 521
6496338037 90 156 93 607 103 788
222452776215784 740 862 83 461 508 666
580713920857032 897 98 398 352 94 305
1983750157175 269 871 670 435 230 280
21740118835010 465 104 638 838 822 941
13549283074663 423 286 94 220 96 972
811515858551984 959 786 851 488 55 77
204485267903692 728 227 622 891 66 374
3023248311240 290 993 542 136 668 123
3407867717758 321 60 702 159 203 203
868618640638551 972 999 966 539 211 864
122303390097 8 592 805 723 907 528
131033713370468 666 246 414 51 679 850
1915351255820 273 795 795 910 801 766
17495088758265 444 700 189 844 224 242
691956551975014 929 185 914 321 165 198
4556478 3 48 91 52 547 791
248275228662 186 403 897 239 515 724
116370960212250 650 765 839 85 657 602
823902540944004 962 175 286 771 482 950
258817957441047 763 686 315 986 443 234
15998787237 30 356 444 327 847 751
6908712777468 365 810 469 30 782 240
367786268699 203 391 682 40 933 890
59123500411287 568 238 886 538 371 530
53503880162389 555 959 69 858 848 556
461701245968 185 704 859 58 470 138
620928936427982 909 751 440 267 108 57
575584985907 40 871 377 266 980 413
65474071145 128 420 138 110 677 62
6218351608490 362 216 655 433 32 232
21117498292151 462 514 634 295 582 130
156947087422012 690 859 802 102 910 447
15397405952753 434 149 810 798 796 334
2159423914614 293 102 478 795 702 560
772562762128 168 894 351 2 128 285
72930979356 52 519 166 747 524 28
951002644166600 990 335 57 69 528 571
84220419276 33 540 947 865 972 169
571457189036504 894 790 200 422 926 932
644885320523144 916 300 790 702 463 403
2275496875065 287 757 437 325 587 998
24843664190206 477 622 344 501 718 958
100137830468047 631 568 397 286 480 527
14403867600019 428 452 131 832 135 359
