f(a,b,c,d,e,f) a b c d e f
1893554456574 262 901 216 752 867 218
526541531 35 152 391 625 633 53
96902895959925 627 21 596 469 830 974
204482264794854 728 123 935 353 887 980
31280402394253 497 989 100 331 565 459
6498229979532 355 963 19 861 902 592
697487310084 48 914 868 442 388 502
653270706721 178 830 134 87 120 250
718421767592933 936 141 11 236 768 923
139091140075473 674 141 737 490 969 782
198932679329243 724 280 378 446 310 15
692192958526976 929 698 821 894 318 160
60228270396882 570 493 201 328 585 169
5423590803926 347 792 924 111 544 92
13384131613106 422 201 917 522 707 657
4747471330187 334 877 858 99 651 84
405946404322128 835 432 958 62 424 303
283564596838162 777 773 552 317 929 26
156425381231951 690 389 867 497 62 714
144110028818894 678 958 278 798 557 427
467698345743867 859 90 368 527 237 836
26084149585073 482 513 924 426 438 240
38992558148620 521 882 73 228 823 209
16878851965678 442 308 128 494 461 147
1246632458 66 19 180 744 439 378
285583504416 163 643 749 407 324 790
338491828109065 805 816 697 903 774 400
444684612723308 850 995 947 54 320 432
1947055272427 287 85 577 323 590 715
507332290365728 873 713 152 968 601 213
64520555911765 578 309 715 241 745 925
1230364922329 191 994 356 816 135 147
30517230013 125 46 169 484 80 677
17449330964840 445 40 950 685 100 930
35456108440548 512 722 87 420 359 784
106538815131672 639 201 911 532 340 831
13952726793387 425 543 54 641 855 929
214777408713 24 681 673 974 333 878
35268637542 115 352 582 347 563 909
984355221040 105 993 888 439 836 811
170486290963344 702 208 698 857 976 175
12309728235772 415 142 565 853 410 363
446465697022071 851 617 896 394 837 4
30046875751259 496 406 514 968 584 579
688239953134433 928 16 109 298 467 793
437667553966 103 808 539 268 985 293
166872919377884 699 18 180 243 580 586
40264952902591 526 3 521 667 472 756
5741178792893 351 802 566 874 924 224
70317096852800 588 411 683 293 164 921
7392237574 6 294 429 580 435 276
350835956592929 811 167 972 786 721 98
334645844 46 133 569 840 512 804
25268029762 32 400 715 797 344 64
182979437704234 712 178 297 572 50 997
346686836560042 809 628 485 161 935 566
213049390827056 734 97 448 255 675 813
704781174570 211 732 821 903 192 109
539167959466 222 5 370 971 592 646
9025027501729 390 226 105 406 919 253
33396150909700 505 862 302 334 689 724
985256087842734 997 639 717 55 481 213
1052499731996 251 487 31 779 52 144
176098899873 173 383 726 568 677 990
28536649485896 491 78 692 677 287 313
32761543550397 502 969 499 948 481 914
927249126169433 985 428 977 337 286 162
16492718340433 440 182 108 332 294 143
270100561039 46 721 698 371 644 159
738383238437395 941 868 789 161 969 857
116923566748585 651 44 921 863 692 644
12983125933 78 324 974 22 462 929
870918302616 170 924 95 272 837 706
7914866834111 377 740 864 588 66 344
2299547243 74 98 227 485 134 267
65637329522496 580 205 484 416 690 669
555291027699695 889 351 294 510 962 557
253926385942 188 372 418 677 334 939
947176905577737 989 995 191 250 23 761
216003968608529 736 436 112 703 593 769
315574877333959 794 9 403 485 980 536
174803375706803 705 896 136 189 690 899
990615135869 113 993 467 645 488 105
231699772205140 746 900 315 534 771 734
38022068165168 520 202 14 374 415 707
438509933591151 848 116 168 215 120 544
328104351377 201 126 611 384 876 871
517955493951 218 400 161 633 643 388
783871414367 220 720 613 310 408 46
8310300321 42 301 307 590 785 956
285036371807318 778 204 608 161 454 591
15937361879675 437 181 902 672 717 16
54551054536891 558 821 163 999 121 69
1548254751264 241 926 71 160 451 787
27242786475895 486 600 366 139 722 754
7419336650095 368 905 772 617 599 334
538715656905 93 854 523 14 163 846
215540970300 56 681 438 570 230 275
55928949672147 560 962 877 371 347 426
37763504052179 519 573 805 732 403 329
47040744640 117 400 785 70 13 825
377570794407655 823 60 885 266 643 528
20822774323795 461 201 156 619 126 364
6664535371399 365 657 512 945 323 533
368532065659551 819 468 865 465 816 220
38399540993636 521 332 104 844 522 357
638584622268094 914 920 219 602 551 576
494171043974 218 210 511 350 403 484
7751095735 95 108 497 141 110 686
153901456840 80 623 269 209 494 605
44988318296924 537 760 761 851 282 415
669982545135789 923 540 598 660 848 630
4980571239797 346 384 255 760 595 905
18654209391732 449 798 75 813 192 937
175448021280390 706 474 99 959 857 121
13883539381080 425 369 925 225 35 399
179307571822752 709 625 980 849 399 330
290994924527877 781 806 352 284 959 445
38671324860 78 435 280 877 629 361
1137271852839 256 442 741 879 640 69
61778350275986 573 308 216 443 549 101
24424881396155 475 703 249 801 593 454
589230847003 226 116 809 138 384 298
334077836325828 803 675 222 832 630 546
1204411431577 260 361 892 326 369 129
174161823188518 705 238 630 765 875 517
673839045355519 924 743 611 345 690 590
180610942384196 710 659 840 240 224 771
1228168274225 223 907 383 996 141 431
323761246496 98 749 44 779 316 616
101561103965 153 365 307 901 859 30
65108940949154 579 439 58 995 439 92
420126176540 154 760 483 818 901 384
15397444407356 434 17 57 620 228 756
59133900878141 568 338 517 523 836 91
363765037276 180 647 752 447 204 752
91617377304696 620 253 145 634 404 202
75243445088 69 521 93 233 565 817
103801795150002 635 864 715 930 51 5
85861222219579 612 299 454 422 134 54
2352330295339 298 218 102 146 975 882
8794101937805 388 165 423 301 588 90
745039399408 234 457 545 358 939 511
936612325526 230 736 770 442 930 738
34420152179451 508 876 159 497 255 234
415967025882579 839 699 595 609 527 918
281766447097 153 667 97 128 420 908
364053798095932 817 464 235 709 634 991
262427671727978 765 807 152 204 765 691
141167768015786 676 191 870 629 866 554
59645919744935 569 228 333 502 123 242
180730110081 178 214 385 488 129 105
534355789327250 882 880 460 230 160 428
4690593662712 334 855 703 417 324 849
478806698621281 863 585 164 671 41 345
44655629540455 537 149 84 918 709 674
69871906136 126 442 376 381 589 670
2726971194001 307 124 675 108 178 907
778222791417211 951 775 219 34 158 102
1372082173 49 184 384 260 837 195
12160944527568 414 33 988 928 243 924
2341047978040 296 513 779 388 545 709
341010046340393 806 962 476 861 745 51
292442713204207 782 263 354 403 249 426
758161193017086 946 855 853 245 745 972
443799249015590 850 554 639 484 228 941
118945743704670 653 681 935 179 490 762
29453544285 124 167 862 373 256 639
28536906772188 491 78 420 41 915 725
2639366953534 305 55 178 341 853 842
484262491765575 865 135 147 94 116 638
223404026782777 741 15 281 186 160 146
43026950481008 533 319 108 231 874 601
59644400558493 569 184 18 781 624 335
1760848892561 281 307 288 139 685 207
129435414633 90 593 502 534 308 598
11305902311779 408 107 253 760 810 117
894733836715922 978 40 948 48 430 468
23072033734980 470 609 270 389 586 844
441102441729494 849 211 985 780 834 815
634819031510187 913 811 8 135 521 409
684627242222270 927 544 438 2 131 306
720773981233 224 630 890 816 94 699
206077415360959 729 657 335 947 947 590
1838716281821 282 485 109 281 663 849
14035399930394 426 275 188 249 626 190
-129104621 23 32 515 787 182 366
516700400258 6 848 743 458 870 745
73378214433751 593 472 313 720 287 192
377577244923451 823 276 319 843 502 546
1056798206159 254 123 870 790 111 593
850401327291493 968 834 57 943 592 447
137117409566720 672 528 62 58 631 71
50790175976516 551 227 486 307 950 923
699510137652616 931 522 925 965 491 378
5177225907344 349 87 746 436 999 335
1382430750266 268 89 543 136 985 343
215967484696756 736 59 712 657 226 464
194982333934339 721 616 946 600 145 593
118918489908966 653 658 769 955 105 726
112985467966 158 349 681 648 51 139
28173890045777 489 680 726 58 639 807
1762393244824 279 518 503 705 907 364
76604822161653 598 603 84 765 275 468
1126793881 69 9 759 206 684 560
156222063670534 689 987 91 102 427 566
62881209621 137 349 600 920 524 119
919852971 5 178 438 781 721 160
970407478673527 994 472 80 983 965 699
129074348714859 664 60 529 384 49 491
81837035803 40 536 930 76 970 141
1848007166511 268 826 278 56 938 725
57681817183301 564 885 100 277 222 353
289246789140 196 92 430 859 371 638
15938399723035 432 972 515 187 15 620
7464512524158 371 813 993 395 21 587
4354857623606 326 906 983 724 464 233
17260515115632 444 273 327 591 645 114
77224855068147 599 577 523 963 410 401
173201366496762 704 724 838 186 887 161
82423932550737 607 380 94 725 258 531
136544494476 168 229 322 572 24 79
351494917457 190 568 586 557 639 941
5597062041979 354 442 709 250 483 555
6431309992 59 283 887 788 432 655
47057141 1 86 197 552 412 733
99782201383994 630 857 954 57 416 584
619397549030 80 886 461 103 936 156
120743420878173 655 654 752 453 532 165
305762985841991 789 63 448 635 335 503
571614268865583 894 860 758 237 462 172
2469357495008 277 957 599 295 103 451
310766827685 64 746 257 653 995 550
30338467203 111 341 322 117 800 22
47959963107425 543 932 911 789 240 108
183522896842556 712 859 316 444 740 875
600396382598765 903 59 986 617 834 466
193422651162 181 39 945 301 661 483
7238944774314 372 583 754 516 638 271
3467685116702 322 280 433 440 416 951
4045453209032 332 331 504 200 850 893
121497233480913 656 339 173 978 811 824
37341406084914 516 934 156 996 624 398
961477190893789 992 958 68 473 367 453
3409320178337 321 192 621 158 958 185
887804135 61 83 162 156 82 803
172927288198764 704 101 218 155 505 911
129585835695 120 570 950 325 17 353
6735367944482 363 811 285 772 935 16
109555566864130 642 838 133 949 935 115
807919674921 62 948 873 38 211 841
394977671350 147 756 682 618 268 229
475922492727134 862 134 755 937 51 253
2245424936386 280 851 429 861 100 613
587219837563456 899 245 818 180 866 718
86883178572848 613 756 799 308 825 525
25482715325 121 87 800 581 300 82
111903255716282 645 720 268 515 773 701
951159359341229 990 642 829 892 126 104
68049129014640 584 587 206 340 577 354
443704417470363 850 30 964 530 635 542
588161754868564 899 986 577 987 64 631
484268102927004 865 280 591 379 994 77
590618095978 167 824 656 295 947 969
730315020 63 12 640 430 392 919
188248990725267 716 520 797 811 757 696
132017291931748 667 171 707 530 248 25
50978534195062 551 661 109 992 761 346
166638986387343 698 989 746 888 101 681
401463252121 209 230 484 501 666 809
764032817898 23 935 624 477 478 599
323617640821284 798 344 925 497 400 648
7743749584974 373 851 941 559 289 253
68828427831219 585 749 666 723 914 252
32217134457581 503 368 284 595 323 448
138062394868996 673 81 258 679 148 367
22695560512095 469 253 447 302 749 237
2489269275611 296 683 846 44 989 217
1243061499651 239 825 54 678 593 20
3933159837710 330 375 537 85 565 588
715416032921 229 541 212 170 150 819
221902371990455 740 222 896 230 198 507
107537931067900 639 1000 199 600 121 579
904155450836355 980 696 169 728 761 619
5403336364881 352 72 873 502 445 663
597122497847840 902 455 837 158 887 391
16980020508001 440 836 386 182 952 507
47206267889511 543 87 97 419 472 589
17622581107871 445 645 880 451 489 181
710778783472997 934 109 267 970 216 389
118818663009274 653 544 738 755 829 373
235912461239647 749 657 900 714 553 430
923803085282 241 577 306 452 740 464
286871086657871 779 76 718 855 802 371
5562768614713 354 244 301 129 206 959
4507226847767 339 417 504 842 850 119
4890111149159 336 883 665 592 870 425
503873896348 168 780 471 533 893 465
58987217171585 566 974 583 820 400 100
858735623130498 970 200 137 869 782 200
154152509964681 688 235 402 447 768 481
11168535321 87 286 797 558 764 749
97681675913752 628 254 934 920 411 301
228340964851306 744 784 126 820 255 47
1698267124617 278 442 700 467 978 308
22450431990559 468 67 635 793 749 203
795619950919 75 944 957 493 46 502
819627907834603 961 110 807 412 800 533
6745590910 23 287 357 645 392 662
913277768041430 982 556 26 518 665 895
399529131468898 832 962 517 458 836 449
14614037746561 424 977 803 795 212 716
32560442736918 504 448 10 298 167 813
4204448094759 323 911 301 655 603 318
432063352097 144 780 166 652 770 747
6451822503425 360 798 680 219 89 701
5115034400788 348 328 718 203 937 856
21856199659944 465 584 725 987 412 909
2004118803553 252 997 575 168 92 555
763603699811 237 355 149 890 361 927
92384349707804 621 417 721 93 698 952
1575221109871 269 639 270 347 901 233
658440333901 228 456 976 949 353 311
13226252526013 421 171 376 221 51 935
24485282229185 476 472 849 608 463 131
37274030285 130 111 192 201 556 375
1518246933508 273 222 834 353 757 853
188978057317 145 595 768 230 282 387
436043284614684 847 580 560 784 149 744
101635430687 132 499 761 157 279 899
27428908783 123 6 898 84 665 687
346736582044 58 767 155 73 776 781
510002595429392 874 367 642 553 750 32
41322197410 126 313 323 631 158 551
510637276140124 874 899 858 886 353 572
22042686993527 466 510 75 115 323 388
17464438792471 445 347 626 308 395 738
61376729187 142 246 275 245 72 257
1000910847167998 1000 977 653 326 871 37
55099790832837 559 848 807 190 519 456
152011424918409 686 547 411 255 804 24
163720016800120 696 794 36 926 615 163
52934346125608 555 725 142 528 4 864
6855061503389 368 571 618 803 264 105
129074269293122 664 55 607 351 331 534
7148208632280 363 959 736 66 561 105
2000883356787 288 374 335 510 611 497
1531860676 32 199 412 568 419 584
2315386733139 297 267 844 749 967 229
738596825573682 941 940 174 739 117 149
342269171970797 807 98 172 253 892 477
3579210031766 324 306 292 623 719 392
564717716726667 892 311 411 978 476 671
382214953322684 825 430 931 573 294 683
356183455415605 813 1000 11 341 303 999
244977314721 156 625 54 642 657 485
30629066628279 498 38 971 922 273 591
31615309825 49 422 725 118 983 544
36766862715783 516 658 1000 349 867 695
177298906136449 707 900 768 49 757 168
720747278801 118 914 256 812 19 802
644991761380446 916 582 882 109 183 370
-431960213 12 51 760 400 926 428
3774208535469 326 551 92 723 574 283
42765180157446 532 623 339 321 60 211
798553025897835 956 403 442 337 702 627
87999576326474 615 382 272 116 890 965
358281044750 191 568 47 631 375 240
820492425996 239 451 884 391 250 459
462284543291332 857 274 324 113 837 773
311830924043 199 40 631 873 869 893
23190849654004 471 331 879 288 478 605
290065937744 115 721 656 154 582 268
311632497409421 792 332 415 77 555 756
259685512963 189 369 254 734 590 833
20597052633658 460 169 393 472 861 61
268925299277019 769 72 370 563 289 462
239031925123085 751 613 604 838 554 445
342487722650 17 765 126 865 922 757
1843232956543 271 786 463 979 275 169
153062501036998 687 417 622 875 902 541
239033248668041 751 615 908 792 629 556
150901433013840 685 538 616 152 691 632
12939873796074 419 400 155 452 522 876
217439813767698 737 169 83 225 946 136
274856472210459 772 896 412 65 551 883
61240138521501 572 299 454 966 426 340
4209096354609 328 802 997 907 489 202
691980107387437 929 394 513 696 254 839
29720726346054 495 224 613 656 474 970
211933232013574 733 759 883 301 957 249
74658703957757 595 541 799 185 132 203
194391686310019 720 974 398 166 983 686
50858872865 57 475 866 695 809 575
2776985914804 289 934 235 36 976 482
5768737465 38 281 817 527 363 399
89418193524522 617 62 33 499 483 284
23422510591 97 349 68 406 612 147
46597296413623 541 710 376 671 665 962
773780389334631 950 33 819 959 527 483
937577015849 246 440 929 823 662 477
893905284956 70 972 732 243 706 519
555281667470442 889 276 215 785 1000 607
123068310290 135 530 878 763 376 928
587216375744404 899 29 741 756 99 790
79382750164130 602 751 251 307 657 384
55226731310618 559 896 996 440 824 635
623254387621 69 888 481 64 618 295
924723482976 79 980 897 483 158 209
258622543409329 763 402 465 26 733 336
688239720982881 928 69 635 960 290 17
154150004840477 688 148 42 323 937 921
3191964261833 309 783 983 435 897 118
18658732005071 451 19 293 395 487 374
748468857837 59 930 668 77 706 387
30938772090331 499 99 415 657 600 349
3872541492584 329 366 162 587 557 383
94648301658945 624 451 3 483 760 304
94607651910136 624 196 910 58 461 937
399449844809032 832 939 743 412 743 11
384577689621364 826 522 160 827 559 346
990056908391810 998 362 569 588 878 449
32098424 46 30 559 668 918 741
677696910950170 925 845 94 932 658 414
4286936123556 334 602 981 714 32 311
418445254326850 840 695 107 164 530 574
21529585075364 460 983 753 447 663 510
846003375117820 967 827 967 657 713 865
55566529120454 561 70 539 865 752 855
210576292325734 732 802 180 738 279 669
161092879196 56 633 212 521 172 134
4747558506004 343 69 295 413 329 573
63955310905898 577 119 825 3 556 386
166931020511200 699 491 291 540 476 295
597086849422115 902 287 543 134 522 273
412237479660 210 252 590 76 429 139
225256268304058 742 764 177 657 521 465
65660795893007 580 399 609 84 179 872
172105992653206 703 797 74 608 119 279
-3908611 12 110 532 282 938 105
473594645911024 861 808 228 383 24 172
25122682489731 478 641 466 494 841 563
1673226713693 265 778 143 967 470 182
34088457727915 507 876 279 127 568 176
194841690503300 721 224 275 612 279 707
1049263163 8 180 81 916 461 459
988221740921 241 647 121 142 223 35
707217729684077 933 697 383 493 957 140
251924145240632 759 434 526 371 824 478
22293129537344 467 534 260 668 764 469
454245026674772 854 172 212 641 18 161
617205345355666 908 158 152 627 283 500
112201601945224 645 868 835 396 773 29
95770825356 154 313 763 974 948 396
59553214485 7 494 72 593 474 563
28197238513897 487 947 709 479 248 311
88002537905043 615 395 477 160 677 539
3422176922 69 213 585 411 165 461
849470758396 156 933 875 698 331 345
18238011765620 446 877 882 72 326 573
648828866607831 917 807 905 632 376 90
977310224345 192 920 126 944 262 283
3591564089244 317 791 997 589 138 372
85990316498306 612 609 824 911 400 226
188189125363253 716 336 99 746 861 553
21200875823009 461 785 149 844 812 376
918304534329616 983 825 131 814 346 779
269314651057671 769 790 557 337 327 851
2562631628211 298 679 10 192 967 403
2780746088413 308 308 41 680 887 503
238879432911 89 695 261 980 517 921
306556644021417 789 944 814 627 238 251
9388810076173 389 833 225 342 502 684
513036858926 219 314 761 479 397 816
146862659047 171 162 334 209 482 673
15268044822887 432 687 857 712 932 643
527733451507259 880 198 131 57 978 699
509991316315400 874 285 46 695 536 256
173576990740772 704 898 789 872 93 636
980032551138 17 995 491 604 652 171
23026203739654 468 871 68 686 323 628
642989961932 219 611 513 377 848 264
20128425385273 455 890 116 747 807 240
161810625016 174 235 902 27 96 452
449211278425687 852 715 413 363 867 797
970357726982047 994 24 493 314 264 626
280886167178 79 726 7 656 443 247
265510858721222 767 504 376 669 972 94
348794740262480 810 584 267 698 495 314
176331128589629 706 983 505 395 900 662
50076028003 135 269 75 55 388 739
38450167816272 520 810 889 678 56 907
226435386554369 743 109 279 336 597 971
4887822531991 343 612 281 940 534 679
363030375908 181 641 385 961 456 54
15887222219139 432 958 996 477 121 349
6340800903827 359 784 469 471 921 9
112543407757631 646 450 591 582 407 737
35190215442783 512 277 353 925 34 528
2148824679081 284 741 581 552 865 620
951005033570036 990 355 965 537 541 458
89418738552434 617 191 917 360 771 298
219196663501 115 668 320 193 362 895
6780724098 2 296 964 931 864 159
10466056849878 401 560 976 478 821 754
839262148212 242 318 987 671 774 962
377597932085123 823 407 994 304 286 773
6636166458154 359 906 891 642 192 596
512069257372 21 846 569 412 41 171
365642559384 142 745 526 599 9 495
492359672570 218 9 3 188 8 272
55098257261634 560 398 230 157 729 532
2325669005 44 217 384 942 879 143
28250419518584 490 232 134 414 593 705
794587919229135 955 692 772 181 405 826
10112797491323 399 115 251 345 721 884
255225060190654 761 119 567 839 258 98
130059702214821 665 319 248 481 445 141
108281076717 1 574 649 910 146 533
861856671478 232 660 27 227 224 278
2860348755 64 207 367 151 111 731
1091958117429 241 727 721 580 374 794
2344461043570 297 428 105 586 786 710
107214563820811 639 907 502 968 492 959
11257277708001 401 971 679 627 740 191
299994296731945 786 174 901 662 789 843
256918666059444 762 338 907 964 290 465
283240897703 89 726 534 612 681 489
9381901716477 393 292 569 650 619 328
2371819102382 297 498 840 103 274 732
806917354385325 958 238 738 325 483 285
41036457080335 528 107 476 146 267 129
428370138145868 844 570 425 826 48 395
20796909551373 457 964 400 443 408 849
307885111392226 790 651 514 681 207 481
816025880023452 960 899 186 670 387 850
17235232213 44 363 664 633 626 313
59251453537320 568 601 1 569 444 339
495641030190816 869 530 960 626 612 229
78379982077 82 523 526 1 429 950
81038257353 124 479 973 580 179 806
220947316711310 739 858 103 62 853 527
7616925348114 370 909 595 872 672 484
24457865068299 476 385 716 747 942 305
4678738366863 342 35 274 751 608 471
5962786876864 359 89 723 881 382 628
199492298498 182 48 588 335 640 147
2603493033997 304 296 825 741 93 308
240665241084410 752 651 331 723 656 89
1724222841398 278 503 616 517 757 571
91258147901 155 207 353 213 953 36
820230455620383 961 881 636 423 116 578
876648013901 189 893 760 851 533 967
3761507077365 327 391 897 143 704 223
847028230882 89 958 946 556 876 841
6663141674303 364 723 578 925 512 153
61213270757 46 498 793 59 6 957
174158407750806 705 110 845 674 246 386
246950652406393 756 183 760 744 289 463
5110782976920 346 625 866 839 50 326
881523131654 13 969 500 125 34 681
571071503992988 894 262 967 375 636 80
465509255386782 858 852 72 811 923 312
18416137205 113 89 414 638 199 278
690850775955 232 370 55 235 937 726
100043940869849 631 322 851 134 275 484
12029566452174 413 343 196 745 241 230
563947298451 224 9 127 738 599 312
2123401167382 292 156 254 526 904 888
34255361952613 508 807 377 983 718 776
146575033507 136 563 749 668 811 640
157359663492178 690 989 577 827 202 541
4161174091628 334 264 610 354 428 6
3226621586495 304 891 151 984 346 931
109224764123246 642 635 629 544 429 605
516699372747419 876 961 410 841 207 554
264062023394 190 361 810 6 670 677
30789010435171 497 826 557 6 702 723
5265395308082 345 784 167 629 684 271
47089282546438 542 750 633 23 936 384
686784022230 233 91 164 980 362 478
481396082034 33 833 500 596 846 878
501667152904128 871 783 899 532 825 198
139735590748773 674 896 408 624 74 907
80440825119 148 312 351 866 957 543
327489878883 129 735 424 376 675 582
2122561545369 292 75 666 189 784 835
877063387494265 974 831 9 678 58 913
63958880299050 577 238 51 723 631 954
220099767997 173 507 979 236 924 82
601669152426 204 706 422 25 588 141
433025236811 212 264 401 14 485 265
61769450375857 573 99 190 404 106 653
222323423022 186 90 713 937 632 374
34841811364088 511 81 702 618 908 698
253596715556460 760 459 593 14 93 449
540325863071048 884 837 662 672 668 51
288766602003104 780 471 364 839 766 762
946197219681915 989 148 285 655 498 722
10062094377 97 218 922 663 272 57
375409324636884 822 596 285 437 778 506
27233910436744 486 590 793 992 364 469
549303239346312 887 704 620 723 682 244
11437934438070 407 721 598 193 511 470
887226607906 241 522 222 528 826 143
1984772933824 280 717 820 218 719 966
325676235772159 799 445 451 862 446 78
24182742056 116 238 308 303 366 187
84761627654686 609 998 77 192 619 343
52063709664690 553 768 646 740 300 817
1840828360086 282 490 591 111 129 485
11455813806155 405 865 611 80 667 789
41991979990 30 453 523 345 910 721
1572763648863 275 5 29 304 175 273
342799006787 181 621 569 220 38 756
249043922026 190 199 512 258 271 24
5308850657290 348 673 499 523 914 343
552674328640197 888 847 588 186 854 180
2639148895933 305 141 848 619 393 327
641596492711126 915 694 927 529 23 186
145394238165596 680 205 960 213 607 151
131280980870174 666 708 741 268 431 224
539834891624043 884 73 790 314 641 423
80386982087814 604 141 589 435 576 87
111491589136 162 66 471 46 44 589
62010228472393 573 701 847 534 35 353
19410968671 81 359 882 285 162 630
806914701992709 958 120 376 235 193 889
413178264755 158 749 213 784 692 107
2474185607520 283 901 407 25 849 545
611119954 64 83 799 765 655 788
401098291926296 833 393 281 217 651 475
103077972171 120 529 488 970 41 151
237318400951702 750 346 852 571 503 180
117421317329 163 230 761 913 420 34
46778702710392 542 275 527 311 507 900
59316264096 143 123 892 142 594 64
52187205796225 554 211 535 951 189 995
79159523096899 602 555 293 407 845 747
72414793650261 590 980 164 486 94 625
6714002714449 365 697 709 835 965 872
224066025132 167 554 286 382 834 909
10372724786 101 63 535 871 550 278
571069079844095 894 193 157 272 620 871
2523326377859 290 829 446 747 800 767
10629241197630 403 104 879 643 75 252
109914877704777 643 171 764 230 764 3
14550729706742 428 659 15 58 473 257
32198779901760 503 19 336 983 57 712
34844561961860 511 224 412 886 223 752
113378598403269 647 227 504 293 745 447
1586733633931 275 349 953 590 298 744
108471843496 121 536 166 96 654 825
607529239211501 905 821 950 345 302 548
188195309677083 716 371 253 710 328 865
45500985063260 539 300 331 891 181 180
309659875665329 791 206 179 42 821 758
1477492792350 270 455 636 85 592 504
135013271503700 670 198 919 992 207 444
961435774869095 992 946 61 776 761 251
398672021909455 832 28 929 683 56 717
234157868011842 748 146 346 712 814 228
231257160820341 746 680 709 585 698 911
33541724254441 507 453 7 787 333 676
26296923729854 483 321 717 500 731 112
81835094330857 606 574 117 772 514 832
22579521394 29 388 471 964 145 311
214872292714157 735 779 846 800 193 244
121338298467752 655 939 338 574 10 424
26016721130121 482 210 967 14 730 8
229824188759840 745 755 339 844 919 46
1209904217156 258 509 709 24 337 295
18455677339894 450 237 662 600 221 40
70912533821096 589 394 561 960 402 570
75657897128714 596 822 994 397 865 404
35810126356997 513 728 414 145 411 336
161147418957941 694 631 814 135 406 399
815418239555658 960 462 254 909 313 364
284345503357 54 730 458 168 4 73
10631437757084 400 791 339 123 494 925
250268089177599 758 433 964 242 183 629
46824708275495 542 477 576 155 955 288
235622269788 188 184 720 242 948 694
30170557896980 495 820 143 993 808 11
633895970584 187 798 664 502 532 371
545982476921500 886 339 802 81 135 475
4611425760425 330 914 26 198 620 367
4987498612701 344 643 850 669 505 702
117034115977 59 584 17 260 302 893
6722570240079 365 703 276 25 171 653
218931819333716 738 342 315 243 650 234
164704381062242 697 673 117 664 252 641
149601550169 97 613 573 900 67 101
7211422305755 371 654 507 546 587 958
1102106734673 256 226 239 216 460 364
222400279390356 740 841 857 81 71 36
48394155569 38 470 784 120 212 373
226731360861649 743 738 816 995 201 270
4389842008064 330 831 830 54 85 204
73948813220395 594 121 729 207 679 893
364007372079151 817 103 584 460 275 382
1753221910401 281 189 353 914 393 829
3182287664653 316 421 319 278 539 938
847811561410 202 846 913 297 373 549
565217274853087 892 845 996 388 287 491
133520979601313 668 846 872 595 870 472
539835383025152 884 163 879 565 327 514
31354499420404 499 803 299 561 974 788
12885876758793 413 966 860 643 83 438
773780001500897 950 39 979 993 146 56
156568155404 76 627 803 154 100 760
375360632698 191 590 199 580 752 14
51741545173320 553 401 736 569 973 440
13125947523519 416 904 749 375 818 843
93325682154 153 313 484 763 265 76
66502833895827 580 965 284 228 478 800
812991205010 241 33 6 393 982 729
69890383928 40 514 226 63 149 476
143554839358711 678 732 302 75 595 305
1192721165823 259 408 768 679 922 459
328422750903 191 522 270 881 690 125
30941692994996 499 249 965 124 108 389
154987350348 136 574 453 790 66 417
403769404444924 834 729 880 181 170 668
1188594657300 260 180 840 538 432 330
10912435372468 405 357 209 476 6 589
52500012931254 553 941 532 73 406 189
1345197122134 218 961 377 498 754 506
4727105949852 342 469 325 273 355 596
34183532393822 509 366 92 735 279 11
46664227607644 541 753 796 88 626 484
404492224924 64 797 416 125 124 466
52188191722410 554 235 617 832 754 288
716527643975 55 920 717 361 336 716
177895435547962 708 106 902 659 865 782
22211882955821 467 84 10 956 772 850
344788257726924 808 792 560 339 72 49
211619564928711 733 364 346 17 726 795
845541831880063 967 277 832 175 674 534
885643197333913 976 378 857 526 514 834
9504308136705 393 600 476 511 700 477
543124621775997 885 692 690 277 651 448
1143200279316 258 90 144 922 823 787
27126871718909 486 342 354 204 943 154
32199692917173 503 172 3 386 43 972
5507395374383 347 831 736 322 683 406
116102367913237 650 521 721 439 725 953
2123023754906 292 132 472 960 926 60
43016309508631 533 37 661 886 143 329
34009214789370 506 957 476 174 353 442
58620905564169 567 369 270 359 623 659
3914890834733 330 220 997 586 385 735
2468471445385 273 988 922 727 534 243
958479583635 249 190 219 113 568 164
1216711171634 219 919 690 673 68 73
6495035246512 361 777 804 834 882 18
495667556676461 869 569 650 437 275 279
917844627734425 983 241 317 23 809 902
12248205011564 414 542 36 65 168 467
946201163731055 989 258 311 370 747 124
587255958547645 899 445 334 496 769 960
459588402775695 856 128 256 672 826 181
35529349221848 513 97 377 718 545 144
3233188338631 305 878 759 398 836 795
90893741621881 619 363 776 914 236 847
617205003848981 908 132 294 214 171 236
806632585835 239 405 436 446 531 890
680855574511109 926 119 464 321 749 86
5567516477905 342 971 575 64 282 421
949090624596 53 987 693 197 871 31
49331420988881 547 775 403 453 792 331
200897727444897 725 878 898 313 203 592
670184772737069 923 732 398 965 235 842
542895864465572 885 130 393 142 343 419
849555908539 86 959 987 118 833 454
134802068517878 669 944 233 989 990 391
123752752942487 658 798 249 499 322 731
135042748076952 670 417 21 577 600 715
1014479371117 245 603 776 830 169 688
56063674622784 562 41 173 957 374 577
382224800777632 825 456 207 728 719 207
294312387607047 783 166 980 558 527 683
1016219979073 197 921 128 663 429 295
165609700575 34 638 494 390 71 538
53137271828523 556 236 193 509 550 329
10763544225985 404 200 736 789 68 360
487071726499705 866 255 703 440 515 476
